id,contracting,NIF,Name
559,Município de Campo Maior (501175229),501175229,Município de Campo Maior
561,Município de Braga (506901173),506901173,Município de Braga
570,Município de Idanha-a-Nova (501121030),501121030,Município de Idanha-a-Nova
572,Município de Vila Nova de Gaia (505335018),505335018,Município de Vila Nova de Gaia
574,Município de Esposende (506617599),506617599,Município de Esposende
578,Município de Vizela (505985217),505985217,Município de Vizela
586,Município de Vila Velha de Ródão (506642798),506642798,Município de Vila Velha de Ródão
589,Município de Moura (502174153),502174153,Município de Moura
598,Município do Seixal (506173968),506173968,Município do Seixal
601,Município de Penafiel (501073663),501073663,Município de Penafiel
611,Município de Terras de Bouro (506907619),506907619,Município de Terras de Bouro
616,Município de Porto de Mós (505586401),505586401,Município de Porto de Mós
661,Município de Vila Nova de Paiva (506809323),506809323,Município de Vila Nova de Paiva
684,Município de Anadia (501294163),501294163,Município de Anadia
685,Município de Viseu (506697320),506697320,Município de Viseu
743,Município de Vieira do Minho (506659682),506659682,Município de Vieira do Minho
753,Município de Elvas (501272968),501272968,Município de Elvas
765,Município de Ferreira do Zêzere (501216839),501216839,Município de Ferreira do Zêzere
766,Município de Coimbra (506415082),506415082,Município de Coimbra
776,Município de Lagos (505170876),505170876,Município de Lagos
779,Município de Serpa (501112049),501112049,Município de Serpa
781,Município de Póvoa de Varzim (506741400),506741400,Município de Póvoa de Varzim
783,Município de Albufeira (503539473),503539473,Município de Albufeira
788,Município de Estarreja (501190082),501190082,Município de Estarreja
791,Município de Reguengos de Monsaraz (507040589),507040589,Município de Reguengos de Monsaraz
809,Município de Almeida (506625419),506625419,Município de Almeida
810,Município de Arouca (506808122),506808122,Município de Arouca
825,Município de Amarante (501102752),501102752,Município de Amarante
834,Município de Montijo (502834846),502834846,Município de Montijo
845,Município de Beja (504884620),504884620,Município de Beja
850,Município de Castelo de Vide (506796035),506796035,Município de Castelo de Vide
856,Município de Olhão (506321894),506321894,Município de Olhão
858,Município de Viana do Castelo (506037258),506037258,Município de Viana do Castelo
859,Município de Gondomar (506848957),506848957,Município de Gondomar
867,Município de Ponte da Barca (505676770),505676770,Município de Ponte da Barca
873,Município de Almada (500051054),500051054,Município de Almada
879,Município de Mogadouro (506851168),506851168,Município de Mogadouro
885,Município do Peso da Régua (506829260),506829260,Município do Peso da Régua
897,Município das Lajes do Pico (512074143),512074143,Município das Lajes do Pico
915,Município de Odemira (505311313),505311313,Município de Odemira
960,Município de Almeirim (501273433),501273433,Município de Almeirim
968,Município de Sines (502563010),502563010,Município de Sines
985,Município de Vale de Cambra (506735524),506735524,Município de Vale de Cambra
993,Município de Bragança (506215547),506215547,Município de Bragança
1027,Município de Constância (506826546),506826546,Município de Constância
1030,Município de Lamego (506572218),506572218,Município de Lamego
1045,Município da Póvoa de Varzim (506741400),506741400,Município da Póvoa de Varzim
1075,Município de Lousada (505279460),505279460,Município de Lousada
1086,Município de Águeda (501090436),501090436,Município de Águeda
1104,Município de Santiago do Cacém (502130040),502130040,Município de Santiago do Cacém
1105,Município de Aveiro (505931192),505931192,Município de Aveiro
1107,Município da Sertã (506963837),506963837,Município da Sertã
1111,Município de Vagos (506912833),506912833,Município de Vagos
1126,Município de Oleiros (506824152),506824152,Município de Oleiros
1168,Município de Alandroal (506772527),506772527,Município de Alandroal
1171,Município da Moita (506791220),506791220,Município da Moita
1186,Município de Santana (511239980),511239980,Município de Santana
1189,Município de Castelo Branco (501143530),501143530,Município de Castelo Branco
1190,Município de Vila Verde (506641376),506641376,Município de Vila Verde
1201,Município de Seia (506676170),506676170,Município de Seia
1216,Município de Oliveira de Azeméis (506302970),506302970,Município de Oliveira de Azeméis
1220,Município de Coruche (506722422),506722422,Município de Coruche
1252,Município de Alcochete (506788490),506788490,Município de Alcochete
1259,Município de Alter do Chão (501132872),501132872,Município de Alter do Chão
1308,Município da Batalha (501290206),501290206,Município da Batalha
1314,Município de Évora (504828576),504828576,Município de Évora
1324,Município de Resende (506349381),506349381,Município de Resende
1398,Município de Sátão (506882713),506882713,Município de Sátão
1435,Município de Ribeira de Pena (506818098),506818098,Município de Ribeira de Pena
1450,Município de Fronteira (501162941),501162941,Município de Fronteira
1458,Município de Pinhel (506787249),506787249,Município de Pinhel
1460,Município de Penalva do Castelo (506792404),506792404,Município de Penalva do Castelo
1463,Município de Ourém (501280740),501280740,Município de Ourém
1479,Município de Mangualde (501262997),501262997,Município de Mangualde
1485,Município de Barcelos (505584760),505584760,Município de Barcelos
1495,Município da Amadora (505456010),505456010,Município da Amadora
1520,Município de Alcobaça (506874249),506874249,Município de Alcobaça
1524,Município de Oliveira do Hospital (506818829),506818829,Município de Oliveira do Hospital
1525,Município de Ferreira do Alentejo (501227490),501227490,Município de Ferreira do Alentejo
1529,Município de Vila Real (506359670),506359670,Município de Vila Real
1533,Município de Pedrógão Grande (507011937),507011937,Município de Pedrógão Grande
1566,Município de Marco de Canaveses (501073655),501073655,Município de Marco de Canaveses
1582,Município de Oeiras (500745943),500745943,Município de Oeiras
1645,Município de Sardoal (501181857),501181857,Município de Sardoal
1683,Município de Alcácer do Sal (502150319),502150319,Município de Alcácer do Sal
1741,Município de Espinho (501158740),501158740,Município de Espinho
1803,Município de Mafra (502177080),502177080,Município de Mafra
1810,Município de Torres Vedras (502173653),502173653,Município de Torres Vedras
1818,Município de Sernancelhe (506852032),506852032,Município de Sernancelhe
1825,Município de Penacova (506657957),506657957,Município de Penacova
1835,Município de Belmonte (506695956),506695956,Município de Belmonte
1836,Município de Sesimbra (501144218),501144218,Município de Sesimbra
1838,Município de Portimão (505309939),505309939,Município de Portimão
1869,Município da Guarda (501131140),501131140,Município da Guarda
1928,Município de Penedono (506651541),506651541,Município de Penedono
1966,Município de Monchique (506826961),506826961,Município de Monchique
1989,Município de Gouveia (506510476),506510476,Município de Gouveia
2007,Município de Lagoa - Açores (512074410),512074410,Município de Lagoa - Açores
2032,Município de Aguiar da Beira (506809307),506809307,Município de Aguiar da Beira
2042,Município de Valongo (501138960),501138960,Município de Valongo
2043,Município de Nisa (506612287),506612287,Município de Nisa
2056,Município de Vila do Porto (512063770),512063770,Município de Vila do Porto
2069,Município de Chaves (501205551),501205551,Município de Chaves
2070,Município de Nelas (506834166),506834166,Município de Nelas
2071,Município de Pampilhosa da Serra (506811883),506811883,Município de Pampilhosa da Serra
2091,Município de Guimarães (505948605),505948605,Município de Guimarães
2096,Município de Ponte de Lima (506811913),506811913,Município de Ponte de Lima
2123,Município de Azambuja (506821480),506821480,Município de Azambuja
2126,Município de Estremoz (506556590),506556590,Município de Estremoz
2333,Município da Póvoa de Lanhoso (506632920),506632920,Município da Póvoa de Lanhoso
2334,Município do Fundão (506215695),506215695,Município do Fundão
2348,Município da Golegã (506563774),506563774,Município da Golegã
2387,Município de Alenquer (501305734),501305734,Município de Alenquer
2392,Município de Alpiarça (501133097),501133097,Município de Alpiarça
2440,Município de Viana do Alentejo (506151174),506151174,Município de Viana do Alentejo
2444,Município de Santa Comba Dão (506637441),506637441,Município de Santa Comba Dão
2464,Município de Alvaiázere (506605949),506605949,Município de Alvaiázere
2471,Município de Alcanena (500745773),500745773,Município de Alcanena
2506,Município de Caldas da Rainha (501222634),501222634,Município de Caldas da Rainha
2568,Município de Sabrosa (506824942),506824942,Município de Sabrosa
2579,Município de Arcos de Valdevez (505211696),505211696,Município de Arcos de Valdevez
2603,Município de Pombal (506334562),506334562,Município de Pombal
2619,Município da Lourinhã (502177101),502177101,Município da Lourinhã
2647,Município de Castro Verde (501135960),501135960,Município de Castro Verde
2675,Município de Albergaria-a-Velha (506783146),506783146,Município de Albergaria-a-Velha
2707,Município de Redondo (501834117),501834117,Município de Redondo
2743,Município da Câmara de Lobos (511233620),511233620,Município da Câmara de Lobos
2757,Município de Ansião (506605930),506605930,Município de Ansião
2760,Município de Paredes (506656128),506656128,Município de Paredes
2794,Município de Alfândega da Fé (506647498),506647498,Município de Alfândega da Fé
2848,Município de Boticas (506886964),506886964,Município de Boticas
2881,Município da Mealhada (506792382),506792382,Município da Mealhada
2899,Município de Valença (506728897),506728897,Município de Valença
2937,Município da Lousã (501121528),501121528,Município da Lousã
3064,Município de São Pedro do Sul (506785815),506785815,Município de São Pedro do Sul
3140,Município de Arraiolos (501258027),501258027,Município de Arraiolos
3143,Município de Cuba (500832935),500832935,Município de Cuba
3147,Município de Tavira (501067191),501067191,Município de Tavira
3180,Município de Vidigueira (501143734),501143734,Município de Vidigueira
3224,Município de Arganil (506833232),506833232,Município de Arganil
3286,Município de Mira (506724530),506724530,Município de Mira
3308,Município de Armamar (506843190),506843190,Município de Armamar
3372,Município de Vinhais (501156003),501156003,Município de Vinhais
3416,Município do Corvo (512065837),512065837,Município do Corvo
3432,Município de Manteigas (506632946),506632946,Município de Manteigas
3440,Município de Torre de Moncorvo (501121536),501121536,Município de Torre de Moncorvo
3453,Município de Portalegre (501143718),501143718,Município de Portalegre
3476,Município do Porto Moniz (511239068),511239068,Município do Porto Moniz
3477,Município de Porto Moniz (511239068),511239068,Município de Porto Moniz
3480,Município de Felgueiras (501091823),501091823,Município de Felgueiras
3515,Município de Santo Tirso (501306870),501306870,Município de Santo Tirso
3528,Município de Santa Marta de Penaguião (506829138),506829138,Município de Santa Marta de Penaguião
3577,Município da Horta (512073821),512073821,Município da Horta
3579,Município de Tabuaço (506601455),506601455,Município de Tabuaço
3582,Município de Vila Nova de Cerveira (506896625),506896625,Município de Vila Nova de Cerveira
3620,Município de Cabeceiras de Basto (505330334),505330334,Município de Cabeceiras de Basto
3633,Município de Angra do Heroísmo (512044040),512044040,Município de Angra do Heroísmo
3640,Município de Ponte de Sor (506806456),506806456,Município de Ponte de Sor
3670,Município de Carregal do Sal (506684920),506684920,Município de Carregal do Sal
3678,Município de Avis (502789824),502789824,Município de Avis
3687,Município da Chamusca (501305564),501305564,Município da Chamusca
3736,Município de Murça (506862763),506862763,Município de Murça
3841,Município de Melgaço (505592940),505592940,Município de Melgaço
3848,Município da Marinha Grande (505776758),505776758,Município da Marinha Grande
3861,Município de Cantanhede (506087000),506087000,Município de Cantanhede
3946,Município de Amares (506797627),506797627,Município de Amares
4013,Município de Macedo de Cavaleiros (506697339),506697339,Município de Macedo de Cavaleiros
4019,Município de Vila Viçosa (506613461),506613461,Município de Vila Viçosa
4020,Município da Covilhã (505330768),505330768,Município da Covilhã
4033,Município de Monção (501937471),501937471,Município de Monção
4046,Município de Fafe (506841561),506841561,Município de Fafe
4153,Município de Mourão (501206639),501206639,Município de Mourão
4155,Município de Mirandela (506881784),506881784,Município de Mirandela
4171,Município de Ílhavo (506920887),506920887,Município de Ílhavo
4194,Município de São Vicente (511240112),511240112,Município de São Vicente
4201,Município de Santa Cruz da Graciosa (512069760),512069760,Município de Santa Cruz da Graciosa
4220,Município de Paredes de Coura (506632938),506632938,Município de Paredes de Coura
4294,Município de Mêda (505161974),505161974,Município de Mêda
4356,Município de Vila de Rei (506932273),506932273,Município de Vila de Rei
4406,Município da Praia da Vitória (512044023),512044023,Município da Praia da Vitória
4419,Município de Vila Flor (506696464),506696464,Município de Vila Flor
4646,Município de Vendas Novas (501177256),501177256,Município de Vendas Novas
4660,Município de Mora (501129103),501129103,Município de Mora
4668,Município de Sever do Vouga (502704977),502704977,Município de Sever do Vouga
4742,Município de Miranda do Corvo (506624200),506624200,Município de Miranda do Corvo
4767,Município de Vila Nova de Foz Côa (506829197),506829197,Município de Vila Nova de Foz Côa
4800,Município de Gavião (506865517),506865517,Município de Gavião
5096,Município de Mesão Frio (506840328),506840328,Município de Mesão Frio
5097,Município de Valpaços (506874320),506874320,Município de Valpaços
5155,Município de Oliveira de Frades (501306234),501306234,Município de Oliveira de Frades
5179,Município de Aljustrel (501122486),501122486,Município de Aljustrel
5237,Município de Salvaterra de Magos (506755150),506755150,Município de Salvaterra de Magos
5311,Município de Penela (506778037),506778037,Município de Penela
5421,Município de Proença-a-Nova (505377802),505377802,Município de Proença-a-Nova
5489,Município de Óbidos (506802698),506802698,Município de Óbidos
5737,Município de Góis (506613399),506613399,Município de Góis
5829,Município de Nordeste (512042659),512042659,Município de Nordeste
5894,Município de Arronches (501155996),501155996,Município de Arronches
6109,Município da Madalena (512070946),512070946,Município da Madalena
6149,Município da Figueira da Foz (501305580),501305580,Município da Figueira da Foz
6275,Município de Celorico da Beira (506849635),506849635,Município de Celorico da Beira
6276,Município de Tábua (506806944),506806944,Município de Tábua
6283,Município de Tondela (506822680),506822680,Município de Tondela
6451,Município do Bombarral (506800580),506800580,Município do Bombarral
6590,Município de Ourique (506876330),506876330,Município de Ourique
6667,Município de Monforte (506873412),506873412,Município de Monforte
6905,Município de Trancoso (501143726),501143726,Município de Trancoso
6980,Município de Vila Nova de Poiares (505371600),505371600,Município de Vila Nova de Poiares
7078,Município de Figueira da Foz (501305580),501305580,Município de Figueira da Foz
7101,Município de Arruda dos Vinhos (505307685),505307685,Município de Arruda dos Vinhos
7202,Município do Crato (506659968),506659968,Município do Crato
7358,Município do Montijo (502834846),502834846,Município do Montijo
7675,Município de Celorico de Basto (506884929),506884929,Município de Celorico de Basto
7691,Município de Machico (511239440),511239440,Município de Machico
7742,Município de Sintra (500051062),500051062,Município de Sintra
7752,Município de Sousel (506809560),506809560,Município de Sousel
7982,Município de Tomar (506738914),506738914,Município de Tomar
8015,Município de Velas (512075506),512075506,Município de Velas
8032,Município de Paços de Ferreira (502173297),502173297,Município de Paços de Ferreira
8080,Município de Miranda do Douro (506806898),506806898,Município de Miranda do Douro
8118,Município de Fornos de Algodres (505592959),505592959,Município de Fornos de Algodres
8196,Município do Cadaval (505763621),505763621,Município do Cadaval
8240,Município de Montemor-o-Velho (501272976),501272976,Município de Montemor-o-Velho
8313,Município de Montemor-O-Novo (506609553),506609553,Município de Montemor-O-Novo
8387,Município de Sabugal (506811662),506811662,Município de Sabugal
8508,Município do Cartaxo (506780902),506780902,Município do Cartaxo
8547,Município da Povoação (512065047),512065047,Município da Povoação
8772,Município de Ponta do Sol (511235461),511235461,Município de Ponta do Sol
8816,Município de Mondim de Basto (506967107),506967107,Município de Mondim de Basto
9115,Município de Marvão (501170162),501170162,Município de Marvão
9163,Município de Ferreira de Alentejo (501227490),501227490,Município de Ferreira de Alentejo
9258,Município de Carrazeda de Ansiães (506666018),506666018,Município de Carrazeda de Ansiães
9573,Município de Sobral de Monte Agraço (505410850),505410850,Município de Sobral de Monte Agraço
9825,Município de Soure (507103742),507103742,Município de Soure
10120,Município de Freixo de Espada à Cinta (506884937),506884937,Município de Freixo de Espada à Cinta
10300,Município da Trofa (504296434),504296434,Município da Trofa
10744,Município de São Roque do Pico (512074771),512074771,Município de São Roque do Pico
11314,Município de Calheta (511233639),511233639,Município de Calheta
11548,Município de S. Pedro do Sul (506785815),506785815,Município de S. Pedro do Sul
11776,Município de Vila do Bispo (506730573),506730573,Município de Vila do Bispo
12059,Município das Caldas da Rainha (501222634),501222634,Município das Caldas da Rainha
12563,Município de Castro Marim (506801969),506801969,Município de Castro Marim
12577,Município de Castro Daire (506716210),506716210,Município de Castro Daire
12807,Município de Santa Cruz das Flores (512079110),512079110,Município de Santa Cruz das Flores
13213,Município de Tarouca (506753905),506753905,Município de Tarouca
13415,Município de Moimenta da Beira (506664686),506664686,Município de Moimenta da Beira
13936,Município de Lagoa (506804240),506804240,Município de Lagoa
14386,Município de Alcoutim (506772446),506772446,Município de Alcoutim
15036,Município de Peniche (506812820),506812820,Município de Peniche
17826,Município de São João da Madeira (506538575),506538575,Município de São João da Madeira
18740,Município de Calheta São Jorge (512074089),512074089,Município de Calheta São Jorge
19130,Município das Velas (512075506),512075506,Município das Velas
23324,Município de Alvito (501288120),501288120,Município de Alvito
23611,Município de Castanheira de Pera (506731324),506731324,Município de Castanheira de Pera
25973,Município de Vila Franca do Campo (512043701),512043701,Município de Vila Franca do Campo
30217,Município de Penamacor (506192164),506192164,Município de Penamacor
33122,Município de Lajes das Flores (512074836),512074836,Município de Lajes das Flores
35780,Município de Figueiró dos Vinhos (506546381),506546381,Município de Figueiró dos Vinhos
38159,Município da Vidigueira (501143734),501143734,Município da Vidigueira
41850,Município da Nazaré (507012100),507012100,Município da Nazaré
43131,Município de Castanheira de Pêra (506731324),506731324,Município de Castanheira de Pêra
44857,Município de Ribeira Brava (511236417),511236417,Município de Ribeira Brava
53705,Município do Porto Santo (511236425),511236425,Município do Porto Santo
57393,Município de Barrancos (501081216),501081216,Município de Barrancos
67737,Município de Meda (505161974),505161974,Município de Meda
